,content,sentiment
662,watch hostage also get idea animation i be make hope ready post link fifth june,worry
663,good luck chan gue kmrn bawa backpack kosong quite help,happiness
664,ocean 12,neutral
665,though admit seem less less tempting time complete package,hate
666,i be talk know could,neutral
667,go bed must say love justin timberlake mark martin 3 4 trend topic twitter tonite rock,love
668,get back first session gym pt i be sore allread,empty
669,welcome really glad know product rox man,happiness
670,sunburn,worry
671,water park today make jealous look pic,fun
672,know sun even i have hr tossa decide sleep side cold nose,worry
673,fyi also turkish star war rip httpbitlyaesnk,neutral
674,gus formally know world ugliest dog die well miss gus httpbitlyexjcn,sadness
675,wo tour start yay 13 day awesome time love video xd,love
676,officially do high school sad miss already movie later,worry
677,thank jon that s sweet,love
678,good morning tweetie today rest richmond ready hit beach,happiness
679,listen bust 3 a.m. miss,neutral
680,k feel like need cry ca believe less 2 year ill walk across stage get high school diploma,sadness
681,finish first chapter summary care soul pray lord understand easy,worry
682,movie make cryhardcore love,love
683,ca wait 2 hand work tomorrow i be practically finish year yay,happiness
684,would home,worry
685,err think they be like 15 buck ticket cause 3d expensive,hate
686,totally forget pink radio launch today gon na listen finish assignment,neutral
687,hell know tupac lyric,happiness
688,mite article trib bout portia keep eye,neutral
689,happy mothers day,love
690,enjoywish nice day springfield today however end month expense report,worry
691,vet sick dog httptwitpiccom67clz,relief
692,way school last friday high school ever even get see holly gabbie hannah,worry
693,haha miine,happiness
694,need plug real ear want stretch money,worry
695,6 freakin day thoughtwhat would look forward,hate
696,miss say damn lol,enthusiasm
697,plan currently,neutral
698,do jack green today good killer walk west hill though listen people,neutral
699,believe i be super geek,surprise
700,sad day love 8 year ago,sadness
701,degree bitch move dallas hour,hate
702,i be try tag picture facebook already 50 tag lol,neutral
703,loss,neutral
704,hate fact nice outsidee i be inside revisionn,surprise
705,lovely weekend,love
706,ca vote stop vote,neutral
707,bored mind guess i be pay price much fun yesterday,relief
708,ca go slep,worry
709,finally go find song sing church wellington online easier expect yay google fb,surprise
710,miss husband nice wake parent house dog ecstatic,happiness
711,mums day end happy day anything,happiness
712,i have get headache,worry
713,think find purse soulmate budget,neutral
714,postpone abandon,neutral
715,get twilightguy show,surprise
716,like 20 foot ashton kutcher movie set trailer nowhere sight,worry
717,wan na bea well bea09,neutral
718,environmental study drive mental,neutral
719,thank,neutral
720,sorry response assistant job already fill please check back soon i be sure last long,sadness
721,i be currently emarosa new album shit haha,worry
722,thank add glad,surprise
723,shower traffic factory yay,worry
724,go soon hope hear late nite humor,sadness
725,dude see twitt profile long time love background way way cool,worry
726,he s really new people dunno em say he would try,neutral
727,krys run mud bath nice french food napa w jimme,worry
728,vcr,neutral
729,sorta need somehow forget e3 la practically ethic exam selfimposed revision time,sadness
730,since demise woolworth easy find reasonably price pick n mix anywhere,worry
731,oh i have get one stp x step one vhs try connect video harddrive copy dvd do not work,worry
732,live germany cost lot wish could follow anyway,worry
733,matter heart complicate,worry
734,feel special look 4him first guy give flower,love
735,i be write fanfic,neutral
736,gah money least bakugan,worry
737,hahaha oh man please come pomona would love see everyday instead like year,happiness
738,yay buti nagustuhan nyo isang bar lang enclose ko sa mail test matutunaw hindi next time uli,surprise
739,wow 2 month since i have twitter suppose go see maat pa james sleepin,surprise
740,yeah wtf noggin take either,surprise
741,dancingwaite turn hope get new cd funky reel music todayy,happiness
742,health insurance option,surprise
743,wheelchair fitting today mall buzzing home depot homebound get real old goal taxi yellow electric red,happiness
744,wishing could see nephew graduate kindergarten,love
745,y all one can not see maybe twitter link something,neutral
746,ill register first thing wake tomorrow look forward back forum,happiness
747,aw work ok apple laptop may little difference,neutral
748,want apply job,hate
749,love martina mcbride love song,love
750,happy greys day everyone oh miss grey,sadness
751,hey,happiness
752,miss baby together haha i be dread take kennel,sadness
753,sometimes knowledge good thing httpdiggcomd1spp7,worry
754,thank,happiness
755,star trek one hot guy get watch hot stuff woo,love
756,do not hangover get ready good old english fry,worry
757,cool good know,happiness
758,wan na move back pennsylvania,love
759,hope nice relaxing day hope well wish best,love
760,head home long week wish someone onther marketer would follow,neutral
761,ten hour ago sleep sorry,sadness
762,whew literally shop till droppedand sprain ankle ughdo see sacrifice make,worry
763,um i be alone mcalister,neutral
764,shattered long week that s pity tomorrow night,worry
765,tiny phds big keep taunt,fun
766,haha know early,empty
767,great day,happiness
768,get headache lot painkiller take nothing work mine,worry
769,recommend net guess since buy something feature hopefully bring business,love
770,friday night work,sadness
771,there s boy he s cute he s get six pack yum fun touchin,surprise
772,studio ghibli year ponyo always seem perfect well wait till august,empty
773,welcome xuxu,worry
774,stop try reach,empty
775,nan,neutral
776,think tour england do not got see aweomse people,love
777,travel trade stalwart david steele city cruise marks retirement thames cruise party tonight press day mean miss,fun
778,travel fast light may actually possible spacecom yeah enterprise wer comin,fun
779,see 1 fat single mum road seductively sprawl across poor blokes bonnet probably need new shocker,worry
780,sound good say hi run i be always always coffee,love
781,huffy good day night life poor baby,worry
782,barrel make hey pass barrel,worry
783,really work yea kinda,relief
784,one else muhahaha well maybe jesse,happiness
785,stomach kill ca sleep,worry
786,gr,sadness
787,little sad know new one ff yet,worry
788,wish live atleast relatively close ohio see almost year,neutral
789,aww holly steel do not cry,worry
790,i be sick stupid guy moment u make believe suck get back reality,sadness
791,that s fair i be hungry hell,enthusiasm
792,great let friend use ipod morning use day kill battery can not listen demi,worry
793,love mummy everything always forever mummy dear love nanny xx,love
794,okay kool may tour summer long make happen,fun
795,i be great thank,happiness
796,get closer rather real lobby date chicago blogher 09 squee,worry
797,aww love,love
798,well would seem enter nine 0s individual without ssn itin ein accord apple hurray,happiness
799,welcome bashful kick pretty cute,love
800,bacon fail end commiseration muffin,neutral
801,alex slam head edge table 30 min ago go nice blue bruise,worry
802,yes love manchester orchestra sigur ross bands i have never hear ill give listen thank,love
803,seriously get hurt 4 day national joke,worry
804,always,neutral
805,yeah think little warning guy miss 129 shift 6 day wk break that s sure,worry
806,lakers baby laker ill miss game tmwr work keep post please,sadness
807,that s sin,surprise
808,instrumentalist like give singer hard time vocalist job tough sick,neutral
809,anyone still play n64 anymore super nintendo day best haha many flashback,happiness
810,way early sunday watch old episode grey,neutral
811,try reorganize plan tonight ug hopefully still lot fun,love
812,get welchs grape please,enthusiasm
813,wonderful evening love,love
814,u say u gon na follow nita ur live chat,neutral
815,i be follow dm list try dm,worry
816,long go melt lol hubby umbrella set keep dry grill,relief
817,accept maid application would nice start first thing tomorrow would make wonderful mother day present,happiness
818,find two moldy squishy reason non cracker base food allow play room mom away,worry
819,wish birthday massacre would come australia think say they be think tho httptinyurlcomp6lfch,happiness
820,know guy radio disney much energy would able 3,love
821,foot hurt,worry
822,stupid job idk,hate
823,oh yah angel come harrasse try break house lol burgen,empty
824,facebook bitch,sadness
825,go person click green arrow follow see remove,neutral
826,hope record pit game find do not record lucky leafs woulda lose,sadness
827,aw gon na miss,sadness
828,problemo family guy,neutral
829,charlie brown today time,surprise
830,totally feel bad guy haha i be good miss guy,sadness
831,xbox break hope enjoy play 1 vs 100 waslooking forward,sadness
832,wait recipe simply recipe sorrie,sadness
833,love overnight they have work printing shipping issue sorry work,worry
834,still asleep ah wtf,worry
835,downloadfestival lineup good think awesome band festival miss dl,sadness
836,haha thanks yep definately dream come true excited camera shake take photo,happiness
837,maatt have not speak age dude do not forget bout ur aussie fan lool love ya xx,love
838,i be go miss y all loldon laugh i be seriousits bittersweet lookin forward 2goin home can not wait till nx semester,worry
839,today feel much crazy digg new addition family pretty cool,love
